iter	Passed	Remaining
1871	799	3472
1872	800	3471
1873	800	3471
1874	801	3471
1875	801	3470
1876	801	3469
1877	802	3469
1878	802	3470
1879	803	3469
1880	803	3469
1881	804	3468
1882	804	3468
1883	805	3468
1884	805	3467
1885	805	3466
1886	806	3466
1887	806	3465
1888	807	3465
1889	807	3464
1890	807	3463
1891	808	3463
1892	808	3462
1893	808	3461
1894	809	3460
1895	809	3460
1896	809	3459
1897	810	3459
1898	810	3458
1899	810	3457
1900	811	3457
1901	811	3456
1902	812	3456
1903	812	3455
1904	813	3454
1905	813	3454
1906	813	3453
1907	814	3452
1908	814	3452
1909	815	3454
1910	815	3453
1911	816	3452
1912	816	3451
1913	816	3451
1914	817	3450
1915	817	3450
1916	818	3449
1917	818	3448
1918	818	3447
1919	819	3447
1920	819	3446
1921	819	3445
1922	820	3445
1923	820	3444
1924	820	3443
1925	821	3442
1926	821	3441
1927	821	3441
1928	822	3440
1929	822	3440
1930	823	3439
1931	823	3439
1932	823	3438
1933	824	3437
1934	824	3437
1935	825	3436
1936	825	3435
1937	825	3435
1938	826	3434
1939	826	3433
1940	826	3432
1941	827	3432
1942	827	3431
1943	827	3431
1944	828	3430
1945	828	3429
1946	828	3428
1947	829	3427
1948	829	3426
1949	829	3425
1950	830	3425
1951	830	3424
1952	830	3423
1953	831	3422
1954	831	3422
1955	831	3421
1956	832	3420
1957	832	3419
1958	832	3418
1959	833	3418
1960	833	3417
1961	834	3416
1962	834	3416
1963	834	3415
1964	835	3414
1965	835	3414
1966	835	3413
1967	836	3412
1968	836	3411
1969	836	3410
1970	837	3409
1971	837	3409
1972	837	3408
1973	838	3407
1974	838	3406
1975	838	3406
1976	839	3405
1977	839	3405
1978	839	3404
1979	840	3403
1980	840	3402
1981	840	3402
1982	841	3401
1983	841	3400
1984	841	3399
1985	842	3398
1986	842	3398
1987	842	3397
1988	843	3396
1989	843	3395
1990	843	3395
1991	844	3394
1992	844	3393
1993	845	3392
1994	845	3392
1995	845	3391
1996	846	3390
1997	846	3390
1998	846	3389
1999	847	3389
2000	847	3389
2001	848	3388
2002	848	3388
2003	848	3387
2004	849	3386
2005	849	3385
2006	850	3385
2007	850	3384
2008	850	3384
2009	851	3383
2010	851	3382
2011	851	3381
2012	852	3381
2013	852	3381
2014	853	3380
2015	853	3379
2016	853	3379
2017	854	3378
2018	854	3378
2019	854	3377
2020	855	3376
2021	855	3375
2022	856	3375
2023	856	3375
2024	856	3374
2025	857	3373
2026	857	3373
2027	858	3373
2028	858	3372
2029	858	3371
2030	859	3370
2031	859	3370
2032	859	3369
2033	860	3368
2034	860	3367
2035	860	3366
2036	861	3366
2037	861	3365
2038	861	3364
2039	862	3363
2040	862	3363
2041	863	3363
2042	863	3362
2043	863	3362
2044	864	3361
2045	864	3360
2046	864	3359
2047	865	3359
2048	865	3358
2049	865	3357
2050	866	3357
2051	866	3356
2052	866	3355
2053	867	3355
2054	867	3355
2055	868	3354
2056	868	3353
2057	868	3352
2058	869	3351
2059	869	3351
2060	869	3350
2061	870	3349
2062	870	3349
2063	870	3348
2064	871	3348
2065	871	3347
2066	872	3346
2067	872	3346
2068	872	3345
2069	873	3344
2070	873	3343
2071	873	3343
2072	874	3342
2073	874	3342
2074	874	3341
2075	875	3340
2076	875	3340
2077	875	3339
2078	876	3338
2079	876	3338
2080	876	3337
2081	877	3336
2082	877	3335
2083	877	3334
2084	878	3334
2085	878	3333
2086	879	3332
2087	879	3331
2088	879	3331
2089	880	3330
2090	880	3329
2091	880	3329
2092	881	3328
2093	881	3327
2094	881	3327
2095	882	3326
2096	882	3326
2097	883	3325
2098	883	3325
2099	884	3326
2100	884	3325
2101	884	3325
2102	885	3324
2103	885	3324
2104	886	3323
2105	886	3323
2106	887	3323
2107	887	3323
2108	888	3322
2109	888	3322
2110	888	3321
2111	889	3320
2112	889	3319
2113	889	3319
2114	890	3318
2115	890	3317
2116	890	3317
2117	891	3316
2118	891	3315
2119	891	3315
2120	892	3314
2121	892	3313
2122	892	3313
2123	893	3312
2124	893	3311
2125	894	3311
2126	894	3310
2127	894	3310
2128	895	3309
2129	895	3308
2130	895	3308
2131	896	3307
2132	896	3306
2133	897	3306
2134	897	3306
2135	897	3305
2136	898	3305
2137	898	3305
2138	899	3304
2139	899	3304
2140	900	3304
2141	900	3304
2142	901	3303
2143	901	3303
2144	901	3302
2145	902	3301
2146	902	3301
2147	902	3300
2148	903	3299
2149	903	3299
2150	903	3298
2151	904	3298
2152	904	3297
2153	905	3297
2154	905	3296
2155	905	3295
2156	906	3295
2157	906	3294
2158	907	3294
2159	907	3293
2160	908	3293
2161	908	3293
2162	908	3292
2163	909	3292
2164	909	3291
2165	909	3291
2166	910	3290
2167	910	3289
2168	911	3289
2169	911	3288
2170	912	3290
2171	912	3290
2172	913	3289
2173	913	3288
2174	913	3287
2175	914	3287
2176	914	3286
2177	915	3286
2178	915	3285
2179	915	3284
2180	916	3284
2181	916	3283
2182	916	3283
2183	917	3282
2184	917	3282
2185	918	3281
2186	918	3281
2187	918	3280
2188	920	3282
2189	920	3282
2190	920	3281
2191	921	3281
2192	921	3280
2193	921	3279
2194	922	3279
2195	922	3278
2196	922	3277
2197	923	3277
2198	923	3276
2199	923	3275
2200	924	3274
2201	924	3274
2202	924	3273
2203	925	3272
2204	925	3272
2205	925	3271
2206	926	3270
2207	926	3270
2208	927	3269
2209	927	3269
2210	927	3268
2211	928	3267
2212	928	3266
2213	928	3266
2214	929	3265
2215	929	3264
2216	929	3264
2217	930	3263
2218	930	3263
2219	930	3262
2220	931	3261
2221	931	3261
2222	931	3260
2223	932	3259
2224	932	3259
2225	933	3258
2226	933	3258
2227	933	3257
2228	934	3257
2229	934	3256
2230	935	3256
2231	935	3255
2232	935	3254
2233	936	3254
2234	936	3253
2235	936	3253
2236	937	3252
2237	937	3251
2238	937	3251
2239	938	3250
2240	938	3249
2241	938	3249
2242	939	3248
2243	939	3248
2244	940	3247
2245	940	3246
2246	940	3245
2247	941	3245
2248	941	3244
2249	941	3243
2250	942	3243
2251	942	3242
2252	942	3242
2253	943	3241
2254	943	3241
2255	944	3240
2256	944	3239
2257	944	3239
2258	945	3238
2259	945	3237
2260	945	3237
2261	946	3236
2262	946	3235
2263	946	3235
2264	947	3234
2265	947	3233
2266	947	3233
2267	948	3232
2268	948	3232
2269	948	3231
2270	949	3230
2271	949	3230
2272	949	3229
2273	950	3228
2274	950	3227
2275	950	3227
2276	951	3226
2277	951	3226
2278	952	3225
2279	952	3224
2280	952	3224
2281	953	3223
2282	953	3222
2283	953	3222
2284	954	3221
2285	954	3221
2286	954	3220
2287	955	3219
2288	955	3219
2289	955	3218
2290	956	3217
2291	956	3217
2292	957	3216
2293	957	3215
2294	957	3215
2295	958	3214
2296	958	3213
2297	958	3213
2298	959	3212
2299	959	3211
2300	959	3211
2301	960	3210
2302	961	3211
2303	961	3211
2304	961	3210
2305	962	3210
2306	962	3209
2307	962	3209
2308	963	3208
2309	963	3208
2310	964	3207
2311	964	3207
2312	964	3206
2313	965	3205
2314	965	3204
2315	965	3204
2316	966	3203
2317	966	3202
2318	966	3202
2319	967	3201
2320	967	3201
2321	967	3200
2322	968	3200
2323	968	3199
2324	969	3198
2325	969	3198
2326	969	3197
2327	970	3197
2328	970	3196
2329	970	3196
2330	971	3195
2331	971	3195
2332	972	3194
2333	972	3193
2334	972	3193
2335	973	3192
2336	973	3192
2337	973	3191
2338	974	3191
2339	974	3190
2340	974	3189
2341	975	3189
2342	975	3188
2343	976	3188
2344	976	3187
2345	976	3186
2346	977	3186
2347	977	3185
2348	977	3184
2349	978	3184
2350	978	3183
2351	978	3183
2352	979	3182
2353	979	3181
2354	979	3181
2355	980	3180
2356	980	3180
2357	981	3179
2358	981	3178
2359	981	3178
2360	982	3177
2361	982	3176
2362	983	3177
2363	983	3177
2364	984	3177
2365	984	3176
2366	984	3176
2367	985	3175
2368	985	3175
2369	986	3174
2370	986	3174
2371	986	3173
2372	987	3172
2373	987	3172
2374	987	3171
2375	988	3171
2376	988	3170
2377	989	3170
2378	989	3169
2379	989	3169
2380	990	3168
2381	990	3168
2382	990	3167
2383	991	3167
2384	992	3167
2385	992	3166
2386	992	3166
2387	993	3166
2388	993	3166
2389	994	3165
2390	994	3165
2391	995	3164
2392	995	3164
2393	995	3163
2394	996	3163
2395	996	3163
2396	997	3162
2397	997	3162
2398	997	3161
2399	998	3161
2400	998	3160
2401	998	3159
2402	999	3159
2403	999	3158
2404	999	3157
2405	1000	3157
2406	1000	3156
2407	1001	3156
2408	1001	3156
2409	1001	3155
2410	1002	3155
2411	1002	3155
2412	1003	3154
2413	1003	3154
2414	1004	3153
2415	1004	3153
2416	1005	3153
2417	1005	3152
2418	1005	3151
2419	1006	3151
2420	1006	3151
2421	1007	3151
2422	1007	3150
2423	1008	3150
2424	1008	3150
2425	1008	3149
2426	1009	3149
2427	1009	3149
2428	1010	3148
2429	1010	3148
2430	1011	3148
2431	1011	3147
2432	1011	3147
2433	1012	3146
2434	1012	3146
2435	1013	3146
2436	1013	3145
2437	1014	3145
2438	1014	3144
2439	1014	3144
2440	1015	3143
2441	1015	3143
2442	1015	3142
2443	1016	3142
2444	1016	3142
2445	1017	3141
2446	1017	3141
2447	1017	3140
2448	1018	3139
2449	1018	3139
2450	1019	3138
2451	1019	3138
2452	1019	3137
2453	1020	3137
2454	1020	3136
2455	1020	3136
2456	1021	3135
2457	1021	3134
2458	1021	3133
2459	1022	3133
2460	1023	3134
2461	1023	3134
2462	1024	3135
2463	1025	3135
2464	1025	3136
2465	1026	3136
2466	1027	3136
2467	1027	3136
2468	1028	3136
2469	1028	3136
2470	1029	3136
2471	1029	3136
2472	1030	3136
2473	1031	3136
2474	1031	3136
2475	1032	3136
2476	1032	3136
2477	1033	3136
2478	1033	3136
2479	1034	3135
2480	1034	3135
2481	1034	3134
2482	1035	3133
2483	1035	3133
2484	1035	3132
2485	1036	3131
2486	1036	3131
2487	1036	3130
2488	1037	3129
2489	1037	3129
2490	1037	3128
2491	1038	3128
2492	1038	3127
2493	1038	3126
2494	1039	3126
2495	1039	3126
2496	1040	3125
2497	1040	3125
2498	1041	3125
2499	1041	3125
2500	1042	3125
2501	1042	3125
2502	1043	3125
2503	1043	3125
2504	1044	3124
2505	1044	3124
2506	1045	3123
2507	1045	3123
2508	1045	3122
2509	1046	3122
2510	1046	3122
2511	1047	3122
2512	1047	3122
2513	1048	3121
2514	1048	3121
2515	1049	3120
2516	1049	3120
2517	1050	3120
2518	1050	3119
2519	1050	3118
2520	1051	3118
2521	1051	3117
2522	1052	3119
2523	1053	3119
2524	1053	3118
2525	1053	3118
2526	1054	3118
2527	1054	3117
2528	1055	3116
2529	1055	3116
2530	1055	3116
2531	1056	3115
2532	1056	3115
2533	1057	3114
2534	1057	3114
2535	1058	3113
2536	1058	3113
2537	1058	3113
2538	1059	3112
2539	1059	3111
2540	1059	3111
2541	1060	3111
2542	1060	3110
2543	1061	3110
2544	1061	3109
2545	1062	3109
2546	1062	3109
2547	1062	3108
2548	1063	3108
2549	1063	3108
2550	1064	3107
2551	1064	3108
2552	1065	3107
2553	1065	3106
2554	1066	3106
2555	1066	3106
2556	1066	3105
2557	1067	3104
2558	1067	3104
2559	1068	3104
2560	1068	3103
2561	1069	3103
2562	1069	3102
2563	1069	3102
2564	1070	3101
2565	1070	3101
2566	1070	3100
2567	1071	3100
2568	1071	3100
2569	1072	3099
2570	1072	3099
2571	1073	3098
2572	1073	3098
2573	1073	3097
2574	1074	3097
2575	1074	3097
2576	1075	3097
2577	1075	3096
2578	1075	3096
2579	1076	3095
2580	1076	3095
2581	1077	3094
2582	1077	3094
2583	1077	3093
2584	1078	3093
2585	1078	3092
2586	1079	3091
2587	1079	3091
2588	1079	3091
2589	1080	3090
2590	1080	3090
2591	1081	3089
2592	1081	3089
2593	1081	3088
2594	1082	3088
2595	1082	3088
2596	1083	3088
2597	1083	3087
2598	1084	3087
2599	1084	3087
2600	1085	3086
2601	1085	3086
2602	1085	3085
2603	1086	3085
2604	1086	3084
2605	1087	3084
2606	1087	3084
2607	1088	3083
2608	1088	3083
2609	1088	3082
2610	1089	3082
2611	1089	3082
2612	1090	3082
2613	1090	3081
2614	1090	3081
2615	1091	3080
2616	1091	3079
2617	1091	3079
2618	1092	3078
2619	1092	3077
2620	1093	3077
2621	1093	3076
2622	1093	3075
2623	1094	3075
2624	1094	3074
2625	1094	3074
2626	1095	3073
2627	1095	3072
2628	1095	3072
2629	1096	3071
2630	1096	3071
2631	1096	3070
2632	1097	3069
2633	1097	3069
2634	1097	3068
2635	1098	3068
2636	1098	3067
2637	1098	3066
2638	1099	3066
2639	1099	3065
2640	1100	3065
2641	1100	3064
2642	1100	3063
2643	1100	3063
2644	1102	3065
2645	1102	3064
2646	1103	3064
2647	1103	3064
2648	1104	3063
2649	1104	3063
2650	1104	3062
2651	1105	3061
2652	1105	3061
2653	1105	3060
2654	1106	3060
2655	1106	3059
2656	1106	3058
2657	1107	3058
2658	1107	3057
2659	1107	3056
2660	1108	3056
2661	1108	3055
2662	1108	3054
2663	1109	3054
2664	1109	3053
2665	1109	3052
2666	1110	3052
2667	1110	3051
2668	1110	3050
2669	1111	3050
2670	1111	3049
2671	1111	3048
2672	1112	3048
2673	1112	3047
2674	1112	3047
2675	1113	3047
2676	1113	3046
2677	1114	3046
2678	1114	3045
2679	1115	3045
2680	1115	3045
2681	1115	3044
2682	1116	3044
2683	1116	3043
2684	1117	3043
2685	1117	3042
2686	1117	3042
2687	1118	3042
2688	1118	3042
2689	1119	3041
2690	1119	3041
2691	1120	3040
2692	1120	3040
2693	1120	3039
2694	1121	3038
2695	1121	3038
2696	1122	3038
2697	1122	3037
2698	1122	3037
2699	1123	3036
2700	1123	3036
2701	1124	3036
2702	1124	3035
2703	1124	3035
2704	1125	3034
2705	1125	3034
2706	1126	3034
2707	1126	3033
2708	1127	3033
2709	1127	3032
2710	1127	3032
2711	1128	3031
2712	1128	3031
2713	1128	3030
2714	1129	3030
2715	1129	3029
2716	1130	3029
2717	1130	3028
2718	1130	3028
2719	1131	3027
2720	1131	3027
2721	1131	3026
2722	1132	3026
2723	1132	3025
2724	1133	3024
2725	1133	3024
2726	1133	3023
2727	1134	3023
2728	1134	3022
2729	1134	3022
2730	1135	3021
2731	1135	3021
2732	1135	3020
2733	1136	3019
2734	1136	3019
2735	1137	3018
2736	1137	3018
2737	1137	3018
2738	1138	3017
2739	1138	3016
2740	1139	3016
2741	1139	3016
2742	1139	3015
2743	1140	3015
2744	1140	3014
2745	1141	3014
2746	1141	3013
2747	1141	3013
2748	1142	3012
2749	1142	3012
2750	1142	3011
2751	1143	3010
2752	1143	3010
2753	1143	3009
2754	1144	3009
2755	1144	3008
2756	1145	3008
2757	1145	3007
2758	1145	3007
2759	1146	3006
2760	1146	3006
2761	1146	3005
2762	1147	3004
2763	1147	3004
2764	1147	3003
2765	1148	3003
2766	1148	3002
2767	1149	3002
2768	1149	3001
2769	1149	3001
2770	1150	3000
2771	1150	3000
2772	1150	2999
2773	1151	2998
2774	1151	2998
2775	1151	2997
2776	1152	2997
2777	1152	2996
2778	1152	2995
2779	1153	2995
2780	1153	2995
2781	1154	2994
2782	1154	2994
2783	1155	2993
2784	1155	2993
2785	1155	2992
2786	1156	2992
2787	1156	2991
2788	1156	2991
2789	1157	2990
2790	1157	2990
2791	1157	2989
2792	1158	2988
2793	1158	2988
2794	1159	2987
2795	1159	2987
2796	1159	2986
2797	1160	2986
2798	1160	2985
2799	1160	2984
2800	1161	2984
2801	1161	2983
2802	1162	2983
2803	1162	2983
2804	1162	2982
2805	1163	2982
2806	1163	2981
2807	1163	2981
2808	1164	2980
2809	1164	2980
2810	1165	2979
2811	1165	2979
2812	1165	2978
2813	1166	2978
2814	1166	2977
2815	1166	2977
2816	1167	2976
2817	1167	2975
2818	1168	2975
2819	1168	2974
2820	1168	2974
2821	1169	2974
2822	1169	2973
2823	1169	2972
2824	1170	2972
2825	1170	2971
2826	1171	2971
2827	1171	2970
2828	1171	2970
2829	1172	2969
2830	1172	2968
2831	1172	2968
2832	1173	2967
2833	1173	2967
2834	1173	2966
2835	1174	2966
2836	1174	2965
2837	1175	2965
2838	1175	2964
2839	1175	2964
2840	1176	2963
2841	1176	2963
2842	1176	2962
2843	1177	2962
2844	1177	2961
2845	1177	2960
2846	1178	2960
2847	1178	2959
2848	1179	2959
2849	1179	2958
2850	1179	2958
2851	1179	2957
2852	1180	2956
2853	1180	2956
2854	1180	2955
2855	1181	2954
2856	1181	2954
2857	1182	2953
2858	1182	2953
2859	1182	2952
2860	1183	2952
2861	1183	2952
2862	1184	2951
2863	1184	2951
2864	1184	2950
2865	1185	2950
2866	1185	2950
2867	1186	2950
2868	1186	2949
2869	1187	2949
2870	1187	2949
2871	1188	2948
2872	1188	2948
2873	1188	2947
2874	1189	2947
2875	1189	2947
2876	1190	2946
2877	1190	2946
2878	1191	2945
2879	1191	2945
2880	1191	2944
2881	1192	2944
2882	1192	2943
2883	1192	2943
2884	1193	2942
2885	1193	2942
2886	1194	2943
2887	1195	2943
2888	1195	2942
2889	1195	2942
2890	1196	2941
2891	1196	2941
2892	1197	2940
2893	1197	2940
2894	1197	2939
2895	1198	2938
2896	1198	2938
2897	1198	2937
2898	1199	2937
2899	1199	2936
2900	1199	2935
2901	1199	2935
2902	1200	2934
2903	1200	2933
2904	1201	2933
2905	1201	2932
2906	1201	2932
2907	1201	2931
2908	1202	2930
2909	1202	2930
2910	1203	2929
2911	1203	2928
2912	1203	2928
2913	1204	2928
2914	1204	2927
2915	1205	2928
2916	1205	2927
2917	1206	2927
2918	1206	2926
2919	1206	2926
2920	1207	2925
2921	1207	2924
2922	1207	2924
2923	1208	2923
2924	1208	2923
2925	1208	2922
2926	1209	2922
2927	1209	2921
2928	1210	2921
2929	1210	2920
2930	1210	2920
2931	1211	2920
2932	1211	2920
2933	1212	2919
2934	1212	2919
2935	1213	2918
2936	1213	2918
2937	1213	2918
2938	1214	2917
2939	1214	2917
2940	1215	2916
2941	1215	2916
2942	1215	2915
2943	1216	2915
2944	1216	2914
2945	1217	2914
2946	1217	2914
2947	1218	2914
2948	1218	2914
2949	1219	2913
2950	1219	2913
2951	1219	2912
2952	1220	2912
2953	1220	2912
2954	1221	2911
2955	1221	2911
2956	1222	2910
2957	1222	2910
2958	1222	2909
2959	1223	2909
2960	1223	2908
2961	1224	2908
2962	1224	2908
2963	1225	2908
2964	1225	2907
2965	1225	2907
2966	1226	2906
2967	1226	2906
2968	1227	2906
2969	1227	2905
2970	1228	2905
2971	1228	2904
2972	1228	2904
2973	1229	2904
2974	1229	2903
2975	1229	2903
2976	1230	2902
2977	1230	2902
2978	1231	2901
2979	1231	2900
2980	1231	2900
2981	1232	2900
2982	1232	2900
2983	1233	2899
2984	1233	2898
2985	1233	2898
2986	1234	2897
2987	1234	2897
2988	1235	2897
2989	1235	2896
2990	1236	2896
2991	1236	2895
2992	1236	2895
2993	1237	2894
2994	1238	2895
2995	1238	2895
2996	1239	2895
2997	1239	2895
2998	1240	2894
2999	1240	2894
3000	1240	2894
3001	1241	2893
3002	1241	2893
3003	1242	2892
3004	1242	2892
3005	1243	2892
3006	1243	2891
3007	1243	2891
3008	1244	2890
3009	1244	2889
3010	1244	2889
3011	1245	2888
3012	1245	2888
3013	1245	2887
3014	1246	2887
3015	1246	2886
3016	1247	2886
3017	1247	2885
3018	1247	2885
3019	1248	2884
3020	1248	2883
3021	1248	2883
3022	1249	2882
3023	1249	2882
3024	1249	2881
3025	1250	2881
3026	1250	2880
3027	1250	2880
3028	1251	2879
3029	1251	2879
3030	1252	2878
3031	1252	2878
3032	1252	2877
3033	1253	2877
3034	1253	2877
3035	1254	2877
3036	1254	2876
3037	1255	2876
3038	1255	2875
3039	1255	2875
3040	1256	2875
3041	1256	2874
3042	1257	2874
3043	1257	2874
3044	1258	2873
3045	1258	2873
3046	1259	2873
3047	1259	2872
3048	1259	2872
3049	1260	2871
3050	1260	2871
3051	1261	2871
3052	1261	2870
3053	1261	2870
3054	1262	2870
3055	1262	2869
3056	1263	2869
3057	1263	2868
3058	1264	2868
3059	1264	2868
3060	1265	2867
3061	1265	2867
3062	1265	2866
3063	1266	2866
3064	1266	2866
3065	1267	2865
3066	1267	2865
3067	1268	2865
3068	1268	2864
3069	1268	2864
3070	1269	2863
3071	1269	2863
3072	1270	2863
3073	1270	2863
3074	1271	2862
3075	1271	2862
3076	1271	2861
3077	1272	2861
3078	1272	2861
3079	1273	2860
3080	1273	2860
3081	1274	2860
3082	1274	2859
3083	1275	2859
3084	1275	2859
3085	1275	2858
3086	1276	2858
3087	1276	2857
3088	1277	2857
3089	1277	2856
3090	1277	2856
3091	1278	2855
3092	1278	2855
3093	1279	2855
3094	1279	2854
3095	1280	2854
3096	1280	2854
3097	1280	2853
3098	1281	2852
3099	1281	2852
3100	1281	2851
3101	1282	2851
3102	1282	2851
3103	1283	2851
3104	1283	2850
3105	1284	2850
3106	1284	2849
3107	1285	2849
3108	1285	2849
3109	1286	2849
3110	1286	2848
3111	1286	2848
3112	1287	2847
3113	1287	2847
3114	1287	2846
3115	1288	2846
3116	1288	2845
3117	1289	2845
3118	1289	2844
3119	1289	2844
3120	1290	2844
3121	1290	2843
3122	1291	2843
3123	1291	2842
3124	1291	2842
3125	1292	2843
3126	1293	2842
3127	1293	2842
3128	1294	2841
3129	1294	2840
3130	1294	2840
3131	1295	2839
3132	1295	2839
3133	1295	2838
3134	1296	2838
3135	1296	2837
3136	1296	2837
3137	1297	2836
3138	1297	2836
3139	1298	2835
3140	1298	2835
3141	1298	2834
3142	1299	2834
3143	1299	2833
3144	1299	2833
3145	1300	2832
3146	1300	2832
3147	1300	2831
3148	1301	2831
3149	1301	2830
3150	1302	2830
3151	1302	2830
3152	1302	2829
3153	1303	2828
3154	1303	2828
3155	1304	2828
3156	1304	2827
3157	1305	2827
3158	1306	2829
3159	1306	2828
3160	1307	2828
3161	1307	2827
3162	1308	2827
3163	1308	2827
3164	1309	2826
3165	1309	2826
3166	1309	2825
3167	1310	2825
3168	1310	2824
3169	1310	2824
3170	1311	2823
3171	1311	2823
3172	1311	2822
3173	1312	2822
3174	1312	2821
3175	1313	2821
3176	1313	2820
3177	1313	2820
3178	1314	2819
3179	1314	2819
3180	1315	2819
3181	1315	2818
3182	1315	2818
3183	1316	2817
3184	1316	2816
3185	1316	2816
3186	1317	2815
3187	1317	2815
3188	1318	2815
3189	1318	2814
3190	1318	2814
3191	1319	2813
3192	1319	2813
3193	1320	2813
3194	1320	2812
3195	1320	2811
3196	1321	2811
3197	1321	2810
3198	1321	2810
3199	1322	2809
3200	1322	2809
3201	1323	2809
3202	1323	2808
3203	1323	2808
3204	1324	2807
3205	1324	2806
3206	1324	2806
3207	1325	2806
3208	1325	2805
3209	1326	2804
3210	1326	2804
3211	1326	2803
3212	1331	2813
3213	1332	2813
3214	1333	2813
3215	1334	2814
3216	1334	2814
3217	1335	2813
3218	1335	2813
3219	1336	2813
3220	1336	2813
3221	1337	2813
3222	1337	2813
3223	1338	2812
3224	1338	2812
3225	1339	2812
3226	1340	2812
3227	1340	2812
3228	1341	2812
3229	1341	2812
3230	1342	2812
3231	1342	2811
3232	1343	2811
3233	1343	2811
3234	1344	2811
3235	1344	2811
3236	1345	2810
3237	1346	2811
3238	1346	2811
3239	1347	2811
3240	1347	2811
3241	1348	2811
3242	1349	2810
3243	1349	2810
3244	1350	2810
3245	1350	2810
3246	1351	2810
3247	1352	2810
3248	1352	2810
3249	1352	2809
3250	1353	2809
3251	1354	2809
3252	1354	2809
3253	1355	2809
3254	1355	2809
3255	1356	2809
3256	1356	2809
3257	1357	2809
3258	1358	2809
3259	1359	2809
3260	1359	2809
3261	1360	2810
3262	1360	2809
3263	1361	2809
3264	1361	2809
3265	1362	2808
3266	1362	2808
3267	1362	2807
3268	1363	2807
3269	1363	2806
3270	1364	2806
3271	1364	2806
3272	1364	2805
3273	1365	2804
3274	1365	2804
3275	1366	2803
3276	1366	2803
3277	1366	2802
3278	1367	2802
3279	1368	2804
3280	1369	2804
3281	1369	2804
3282	1370	2803
3283	1370	2803
3284	1371	2803
3285	1372	2803
3286	1372	2803
3287	1373	2803
3288	1373	2803
3289	1374	2802
3290	1374	2802
3291	1375	2802
3292	1375	2802
3293	1376	2802
3294	1376	2801
3295	1377	2801
3296	1377	2801
3297	1378	2800
3298	1378	2800
3299	1379	2799
3300	1379	2799
3301	1379	2799
3302	1380	2799
3303	1380	2798
3304	1381	2798
3305	1381	2798
3306	1382	2797
3307	1382	2797
3308	1383	2797
3309	1383	2797
3310	1384	2796
3311	1384	2796
3312	1385	2796
3313	1385	2795
3314	1386	2795
3315	1386	2795
3316	1387	2794
3317	1387	2794
3318	1388	2794
3319	1388	2793
3320	1388	2793
3321	1389	2792
3322	1389	2792
3323	1390	2792
3324	1390	2791
3325	1391	2791
3326	1391	2791
3327	1392	2790
3328	1392	2790
3329	1392	2789
3330	1393	2789
3331	1393	2788
3332	1394	2788
3333	1394	2788
3334	1394	2787
3335	1395	2787
3336	1395	2787
3337	1396	2787
3338	1397	2788
3339	1398	2787
3340	1398	2787
3341	1399	2787
3342	1399	2787
3343	1400	2787
3344	1400	2786
3345	1401	2786
3346	1401	2786
3347	1402	2785
3348	1402	2785
3349	1402	2784
3350	1403	2784
3351	1403	2783
3352	1404	2783
3353	1404	2782
3354	1404	2782
3355	1405	2782
3356	1405	2781
3357	1406	2781
3358	1406	2780
3359	1406	2780
3360	1407	2779
3361	1407	2778
3362	1407	2778
3363	1408	2777
3364	1408	2776
3365	1408	2776
3366	1409	2775
3367	1409	2775
3368	1409	2775
3369	1410	2774
3370	1410	2774
3371	1411	2773
3372	1411	2773
3373	1411	2772
3374	1412	2772
3375	1412	2771
3376	1413	2771
3377	1413	2771
3378	1413	2770
3379	1414	2770
3380	1414	2769
3381	1415	2769
3382	1415	2768
3383	1415	2768
3384	1416	2767
3385	1416	2767
3386	1417	2767
3387	1417	2766
3388	1418	2766
3389	1418	2766
3390	1418	2765
3391	1419	2764
3392	1419	2764
3393	1420	2764
3394	1420	2763
3395	1420	2763
3396	1421	2762
3397	1421	2762
3398	1422	2762
3399	1422	2761
3400	1423	2761
3401	1423	2761
3402	1423	2760
3403	1424	2760
3404	1425	2760
3405	1425	2760
3406	1426	2759
3407	1426	2759
3408	1426	2758
3409	1427	2758
3410	1427	2757
3411	1428	2757
3412	1428	2756
3413	1429	2756
3414	1429	2756
3415	1429	2755
3416	1430	2755
3417	1430	2755
3418	1431	2754
3419	1431	2753
3420	1431	2753
3421	1432	2752
3422	1432	2752
3423	1432	2751
3424	1433	2751
3425	1433	2750
3426	1433	2750
3427	1434	2749
3428	1434	2749
3429	1434	2748
3430	1435	2748
3431	1436	2748
3432	1436	2747
3433	1436	2747
3434	1437	2746
3435	1437	2746
3436	1437	2745
3437	1438	2745
3438	1438	2744
3439	1438	2744
3440	1439	2743
3441	1439	2742
3442	1439	2742
3443	1440	2741
3444	1440	2741
3445	1441	2740
3446	1441	2740
3447	1441	2739
3448	1442	2739
3449	1442	2738
3450	1442	2737
3451	1443	2737
3452	1443	2736
3453	1443	2736
3454	1444	2735
3455	1444	2735
3456	1444	2734
3457	1445	2734
3458	1445	2733
3459	1446	2733
3460	1446	2732
3461	1446	2732
3462	1447	2731
3463	1447	2731
3464	1447	2730
3465	1448	2730
3466	1448	2729
3467	1448	2729
3468	1449	2728
3469	1449	2728
3470	1450	2727
3471	1450	2726
3472	1450	2726
3473	1451	2725
3474	1451	2725
3475	1451	2724
3476	1451	2723
3477	1452	2723
3478	1452	2722
3479	1453	2722
3480	1454	2723
3481	1454	2722
3482	1454	2722
3483	1455	2721
