iter	Passed	Remaining
250	169	6588
251	170	6584
252	171	6600
253	171	6591
254	172	6583
255	172	6577
256	173	6572
257	173	6566
258	174	6559
259	174	6554
260	175	6548
261	176	6542
262	176	6538
263	177	6534
264	177	6526
265	178	6520
266	178	6501
267	178	6497
268	179	6483
269	180	6516
270	181	6512
271	181	6506
272	182	6503
273	182	6489
274	183	6478
275	183	6478
276	184	6488
277	185	6485
278	186	6481
279	186	6477
280	187	6473
281	187	6468
282	188	6465
283	188	6460
284	189	6456
285	190	6457
286	190	6452
287	191	6448
288	191	6445
289	192	6441
290	192	6438
291	193	6433
292	194	6431
293	194	6419
294	194	6404
295	195	6402
296	195	6398
297	196	6395
298	196	6391
299	197	6387
300	198	6383
301	198	6378
302	199	6373
303	199	6360
304	200	6357
305	200	6345
306	200	6339
307	201	6328
308	201	6329
309	202	6325
310	202	6322
311	203	6318
312	204	6313
313	205	6330
314	205	6326
315	206	6323
316	206	6318
317	207	6312
318	207	6307
319	208	6303
320	208	6298
321	209	6289
322	209	6276
323	210	6273
324	210	6270
325	211	6264
326	211	6261
327	212	6255
328	212	6250
329	213	6247
330	213	6239
331	213	6230
332	214	6227
333	215	6224
334	215	6221
335	216	6220
336	216	6215
337	217	6212
338	217	6200
339	218	6207
340	218	6195
341	219	6190
342	219	6184
343	220	6180
344	220	6176
345	221	6169
346	221	6155
347	221	6152
348	222	6144
349	222	6133
350	222	6126
351	223	6122
352	223	6117
353	224	6111
354	224	6109
355	225	6097
356	225	6094
357	225	6081
358	226	6077
359	226	6069
360	227	6065
361	227	6062
362	228	6059
363	228	6055
364	229	6053
365	229	6051
366	230	6048
367	230	6044
368	231	6041
369	231	6038
370	232	6033
371	232	6030
372	233	6028
373	234	6023
374	234	6020
375	235	6016
376	235	6014
377	235	6005
378	236	6004
379	236	5993
380	237	5990
381	237	5979
382	237	5967
383	238	5962
384	238	5960
385	239	5956
386	239	5953
387	240	5953
388	240	5950
389	241	5948
390	241	5945
391	242	5936
392	242	5923
393	242	5916
394	243	5910
395	243	5905
396	243	5898
397	243	5885
398	244	5878
399	244	5874
400	245	5865
401	245	5862
402	245	5852
403	246	5847
404	246	5836
405	246	5830
406	246	5819
407	247	5814
408	247	5807
409	248	5802
410	248	5796
411	248	5789
412	249	5783
413	249	5779
414	249	5773
415	250	5767
416	250	5762
417	251	5755
418	251	5747
419	251	5741
420	252	5736
421	252	5731
422	252	5727
423	253	5717
424	253	5711
425	253	5705
426	254	5700
427	254	5696
428	255	5692
429	255	5682
430	255	5676
431	256	5671
432	256	5662
433	256	5651
434	256	5645
435	256	5635
436	257	5624
437	257	5619
438	257	5614
439	257	5604
440	258	5596
441	258	5591
442	258	5584
443	259	5578
444	259	5572
445	259	5567
446	259	5556
447	260	5549
448	260	5546
449	261	5541
450	261	5534
451	261	5525
452	261	5520
453	262	5515
454	262	5510
455	263	5505
456	263	5500
457	263	5496
458	264	5493
459	264	5487
460	264	5481
461	265	5475
462	265	5471
463	265	5462
464	266	5457
465	266	5447
466	266	5438
467	266	5433
468	267	5428
469	267	5423
470	267	5419
471	268	5413
472	268	5408
473	268	5406
474	269	5400
475	269	5396
476	270	5392
477	270	5387
478	270	5381
479	270	5373
480	271	5369
481	271	5364
482	272	5361
483	272	5357
484	272	5353
485	273	5348
486	273	5344
487	273	5340
488	274	5335
489	274	5327
490	274	5323
491	275	5318
492	275	5314
493	275	5306
494	275	5297
495	276	5289
496	276	5286
497	276	5278
498	277	5274
499	277	5266
500	277	5262
501	277	5256
502	278	5252
503	278	5248
504	278	5241
505	279	5237
506	279	5230
507	279	5226
508	279	5220
509	280	5214
510	280	5207
511	280	5203
512	281	5199
513	281	5195
514	281	5186
515	281	5182
516	282	5178
517	282	5174
518	283	5170
519	283	5167
520	283	5158
521	283	5154
522	284	5151
523	284	5147
524	285	5144
525	285	5140
526	285	5136
527	285	5128
528	286	5124
529	286	5121
530	286	5116
531	287	5112
532	287	5109
533	288	5107
534	288	5104
535	288	5100
536	289	5096
537	289	5094
538	289	5088
539	290	5085
540	290	5082
541	290	5077
542	291	5075
543	291	5071
544	292	5067
545	292	5064
546	292	5061
547	293	5058
548	293	5051
549	293	5049
550	294	5045
551	294	5039
552	294	5035
553	295	5032
554	295	5025
555	295	5021
556	295	5016
557	296	5012
558	296	5009
559	296	5006
560	297	5002
561	297	4999
562	298	4996
563	298	4992
564	298	4989
565	299	4986
566	299	4982
567	299	4979
568	300	4972
569	300	4967
570	300	4963
571	300	4957
572	301	4954
573	301	4951
574	301	4946
575	302	4942
576	302	4938
577	302	4935
578	303	4931
579	303	4924
580	303	4917
581	303	4913
582	304	4910
583	304	4907
584	304	4903
585	305	4899
586	305	4896
587	305	4893
588	306	4890
589	306	4887
590	306	4883
591	307	4881
592	307	4878
593	307	4875
594	308	4870
595	308	4867
596	308	4864
597	309	4863
598	309	4860
599	310	4857
600	310	4854
601	310	4852
602	310	4845
603	311	4842
604	311	4838
605	311	4835
606	312	4834
607	312	4830
608	313	4828
609	313	4825
610	313	4822
611	314	4820
612	314	4816
613	314	4813
614	315	4810
615	315	4807
616	315	4805
617	316	4802
618	316	4799
619	316	4795
620	317	4789
621	317	4787
622	317	4781
623	318	4778
624	318	4776
625	318	4773
626	319	4770
627	319	4768
628	319	4762
629	319	4757
630	320	4758
631	320	4756
632	321	4754
633	321	4751
634	322	4748
635	322	4746
636	322	4744
637	323	4742
638	323	4740
639	324	4739
640	324	4738
641	324	4736
642	325	4734
643	325	4734
644	326	4733
645	326	4731
646	327	4729
647	327	4726
648	327	4724
649	328	4723
650	328	4721
651	329	4718
652	329	4716
653	329	4714
654	330	4711
655	330	4709
656	331	4708
657	331	4706
658	331	4704
659	332	4703
660	332	4702
661	333	4699
662	333	4699
663	334	4698
664	334	4694
665	334	4692
666	335	4689
667	335	4686
668	335	4684
669	336	4679
670	336	4676
671	336	4675
672	337	4674
673	337	4673
674	337	4668
675	338	4669
676	338	4664
677	339	4665
678	339	4665
679	340	4664
680	340	4662
681	341	4660
682	341	4659
683	342	4658
684	342	4656
685	342	4656
686	343	4652
687	343	4651
688	344	4649
689	344	4648
690	344	4645
691	345	4644
692	345	4642
693	346	4641
694	346	4638
695	346	4636
696	347	4634
697	347	4632
698	347	4629
699	348	4627
700	348	4624
701	349	4625
702	349	4623
703	349	4620
704	350	4617
705	350	4615
706	350	4613
707	351	4611
708	351	4608
709	351	4603
710	352	4600
711	352	4598
712	352	4596
713	353	4594
714	353	4592
715	354	4590
716	354	4587
717	354	4585
718	355	4583
719	355	4581
720	355	4578
721	356	4576
722	356	4573
723	356	4571
724	357	4569
725	357	4567
726	357	4565
727	358	4562
728	358	4560
729	358	4558
730	359	4555
731	359	4553
732	360	4551
733	360	4549
734	360	4544
735	360	4543
736	361	4539
737	361	4537
738	361	4535
739	362	4533
740	362	4531
741	363	4529
742	363	4527
743	363	4525
744	364	4523
745	364	4521
746	364	4519
747	365	4517
748	365	4515
749	366	4514
750	366	4512
751	366	4513
752	367	4511
753	367	4509
754	367	4505
755	368	4503
756	368	4502
757	369	4501
758	370	4507
759	370	4504
760	370	4502
761	371	4500
762	371	4498
763	371	4496
764	372	4495
765	372	4492
766	373	4490
767	373	4489
768	373	4487
769	374	4485
770	374	4486
771	375	4484
772	375	4481
773	375	4479
774	376	4476
775	376	4475
776	376	4473
777	377	4471
778	377	4469
779	377	4467
780	378	4465
781	378	4463
782	379	4461
783	379	4459
784	379	4457
785	380	4455
786	380	4454
787	380	4451
788	381	4449
789	381	4446
790	381	4444
791	382	4442
792	382	4438
793	382	4437
794	383	4435
795	383	4432
796	383	4429
797	383	4427
798	384	4425
799	384	4424
800	385	4423
801	385	4422
802	386	4421
803	386	4419
804	386	4418
805	387	4415
806	387	4413
807	387	4411
808	388	4409
809	388	4409
810	389	4408
811	389	4405
812	389	4403
813	390	4401
814	390	4399
815	390	4397
816	391	4395
817	391	4394
818	391	4392
819	392	4391
820	392	4390
821	392	4387
822	393	4386
823	393	4384
824	394	4382
825	394	4380
826	394	4378
827	395	4376
828	395	4374
829	395	4372
830	396	4371
831	396	4369
832	396	4367
833	397	4366
834	397	4364
835	397	4362
836	398	4360
837	398	4358
838	398	4356
839	399	4353
840	399	4352
841	400	4350
842	400	4349
843	401	4350
844	401	4348
845	401	4347
846	402	4344
847	402	4342
848	402	4340
849	403	4339
850	403	4337
851	403	4336
852	404	4335
853	404	4333
854	405	4331
855	405	4329
856	405	4327
857	405	4325
858	406	4324
859	406	4322
860	407	4321
861	407	4319
862	407	4317
863	408	4316
864	408	4314
865	408	4312
866	409	4310
867	409	4309
868	409	4307
869	410	4305
870	410	4304
871	411	4303
872	411	4301
873	411	4299
874	412	4298
875	412	4296
876	412	4294
877	413	4292
878	413	4290
879	413	4289
880	414	4290
881	414	4289
882	415	4287
883	415	4285
884	415	4284
885	416	4283
886	416	4281
887	417	4280
888	417	4280
889	418	4279
890	418	4278
891	418	4277
892	419	4276
893	419	4275
894	420	4274
895	420	4272
896	420	4269
897	421	4268
898	421	4266
899	421	4265
900	422	4263
901	422	4261
902	422	4260
903	423	4258
904	423	4256
905	423	4255
906	424	4254
907	424	4254
908	425	4254
909	425	4253
910	426	4253
911	426	4253
912	427	4253
913	427	4253
914	428	4252
915	428	4251
916	429	4250
917	429	4249
918	429	4248
919	430	4249
920	430	4247
921	431	4247
922	432	4251
923	432	4251
924	433	4250
925	433	4252
926	434	4250
927	434	4250
928	435	4249
929	435	4248
930	436	4247
931	436	4246
932	436	4246
933	437	4244
934	437	4243
935	438	4243
936	438	4241
937	438	4240
938	439	4239
939	439	4237
940	440	4236
941	440	4236
942	441	4236
943	442	4244
944	442	4243
945	443	4243
946	443	4244
947	444	4242
948	444	4241
949	445	4241
950	445	4242
951	446	4241
952	446	4241
953	447	4241
954	447	4240
955	448	4241
956	448	4240
957	449	4239
958	449	4239
959	450	4238
960	450	4239
961	451	4237
962	451	4236
963	451	4235
964	452	4234
965	452	4232
966	452	4231
967	453	4230
968	453	4229
969	454	4227
970	454	4226
971	454	4225
972	455	4223
973	455	4223
974	456	4221
975	456	4223
976	457	4221
977	457	4220
978	457	4219
979	458	4218
980	458	4217
981	459	4215
982	459	4213
983	459	4211
984	460	4210
985	460	4208
986	460	4206
987	460	4204
988	461	4203
989	461	4202
990	462	4200
991	462	4199
992	462	4197
993	463	4195
994	463	4194
995	463	4192
996	464	4191
997	464	4190
998	464	4188
999	465	4186
1000	465	4185
1001	466	4185
1002	466	4184
1003	466	4182
1004	467	4181
1005	467	4179
1006	467	4177
1007	468	4175
1008	468	4174
1009	468	4172
1010	469	4171
1011	469	4170
1012	469	4169
1013	470	4167
1014	470	4166
1015	471	4165
1016	471	4164
1017	471	4163
1018	472	4162
1019	472	4161
1020	473	4160
1021	473	4159
1022	473	4158
1023	474	4156
1024	474	4156
1025	475	4155
1026	475	4154
1027	475	4153
1028	476	4152
1029	476	4150
1030	476	4149
1031	477	4148
1032	477	4146
1033	478	4146
1034	478	4145
1035	478	4143
1036	479	4141
1037	479	4140
1038	479	4139
1039	480	4137
1040	480	4136
1041	480	4134
1042	481	4132
1043	481	4131
1044	482	4131
1045	482	4130
1046	482	4129
1047	483	4128
1048	483	4127
1049	483	4125
1050	484	4124
1051	484	4123
1052	485	4121
1053	485	4120
1054	485	4118
1055	486	4118
1056	486	4117
1057	487	4116
1058	487	4115
1059	487	4114
1060	488	4116
1061	489	4116
1062	489	4115
1063	489	4114
1064	490	4112
1065	490	4111
1066	491	4110
1067	491	4109
1068	491	4109
1069	492	4108
1070	492	4107
1071	492	4105
1072	493	4104
1073	493	4103
1074	494	4102
1075	494	4100
1076	494	4099
1077	495	4098
1078	495	4096
1079	495	4095
1080	496	4095
1081	496	4094
1082	497	4092
1083	497	4092
1084	497	4091
1085	498	4089
1086	498	4088
1087	498	4087
1088	499	4085
1089	499	4084
1090	500	4083
1091	500	4082
1092	500	4081
1093	501	4080
1094	501	4079
1095	502	4078
1096	502	4077
1097	502	4076
1098	503	4075
1099	503	4074
1100	504	4073
1101	504	4072
1102	504	4070
1103	504	4069
1104	505	4067
1105	505	4067
1106	506	4065
1107	506	4065
1108	506	4064
1109	507	4062
1110	507	4061
1111	507	4060
1112	508	4058
1113	508	4057
1114	508	4055
1115	509	4054
1116	509	4053
1117	510	4052
1118	510	4051
1119	510	4050
1120	511	4048
1121	511	4047
1122	511	4046
1123	512	4045
1124	512	4045
1125	513	4045
1126	513	4044
1127	514	4043
1128	514	4042
1129	514	4041
1130	515	4040
1131	515	4039
1132	516	4038
1133	516	4037
1134	516	4035
1135	517	4034
1136	517	4033
1137	517	4032
1138	518	4031
1139	518	4030
1140	518	4028
1141	519	4027
1142	519	4026
1143	519	4024
1144	520	4023
1145	520	4022
1146	520	4021
1147	521	4019
1148	521	4018
1149	522	4017
1150	522	4016
1151	522	4014
1152	523	4013
1153	523	4012
1154	523	4011
1155	524	4009
1156	524	4008
1157	524	4007
1158	525	4006
1159	525	4005
1160	525	4003
1161	526	4002
1162	526	4001
1163	527	4004
1164	527	4003
1165	528	4002
1166	528	4001
1167	529	4000
1168	529	3999
1169	529	3997
1170	530	3996
1171	530	3995
1172	530	3995
1173	531	3994
1174	531	3993
1175	532	3991
1176	532	3990
1177	532	3989
1178	533	3988
1179	533	3987
1180	533	3986
1181	534	3984
1182	534	3983
1183	534	3982
1184	535	3982
1185	535	3981
1186	536	3980
1187	536	3979
1188	536	3977
1189	537	3976
1190	537	3975
1191	537	3974
1192	538	3972
1193	538	3971
1194	538	3969
1195	539	3968
1196	539	3967
1197	539	3966
1198	540	3964
1199	540	3963
1200	540	3962
1201	541	3962
1202	541	3961
1203	542	3960
1204	542	3959
1205	542	3958
1206	543	3958
1207	543	3958
1208	544	3956
1209	544	3955
1210	544	3954
1211	545	3953
1212	545	3952
1213	545	3951
1214	546	3950
1215	546	3948
1216	546	3947
1217	547	3946
1218	547	3945
1219	548	3943
1220	548	3942
1221	548	3941
1222	549	3940
1223	549	3939
1224	549	3938
1225	550	3936
1226	550	3935
1227	550	3934
1228	551	3933
1229	551	3932
1230	551	3930
1231	552	3930
1232	552	3928
1233	552	3927
1234	553	3927
1235	553	3925
1236	553	3924
1237	554	3923
1238	554	3922
1239	555	3921
1240	555	3920
1241	555	3919
1242	556	3917
1243	556	3916
1244	556	3914
1245	557	3913
1246	557	3912
1247	557	3911
1248	558	3909
1249	558	3908
1250	558	3908
1251	559	3906
1252	559	3905
1253	559	3904
1254	560	3903
1255	560	3902
1256	560	3901
1257	561	3900
1258	561	3898
1259	561	3897
1260	562	3896
1261	562	3895
1262	563	3894
1263	563	3893
1264	563	3892
1265	564	3891
1266	564	3889
1267	564	3888
1268	564	3887
1269	565	3885
1270	565	3884
1271	566	3883
1272	566	3882
1273	566	3881
1274	567	3880
1275	567	3879
1276	567	3878
1277	568	3877
1278	568	3876
1279	568	3875
1280	569	3874
1281	569	3873
1282	569	3872
1283	570	3871
1284	570	3870
1285	570	3868
1286	571	3867
1287	571	3867
1288	572	3866
1289	572	3865
1290	572	3864
1291	573	3863
1292	573	3862
1293	573	3861
1294	574	3860
1295	574	3859
1296	575	3858
1297	575	3857
1298	575	3856
1299	576	3856
1300	576	3856
1301	577	3855
1302	577	3854
1303	577	3854
1304	578	3853
1305	578	3853
1306	579	3853
1307	579	3852
1308	580	3851
1309	580	3850
1310	580	3849
1311	581	3849
1312	581	3848
1313	582	3847
1314	582	3847
1315	582	3846
1316	583	3844
1317	583	3844
1318	583	3843
1319	584	3842
1320	584	3841
1321	585	3840
1322	585	3839
1323	585	3838
1324	586	3837
1325	586	3836
1326	586	3835
1327	587	3835
1328	587	3833
1329	587	3833
1330	588	3831
1331	588	3831
1332	589	3830
1333	589	3829
1334	589	3828
1335	590	3828
1336	590	3827
1337	591	3826
1338	591	3825
1339	591	3825
1340	592	3824
1341	592	3823
1342	593	3822
1343	593	3823
1344	594	3822
1345	594	3822
1346	594	3821
1347	595	3820
1348	595	3819
1349	596	3819
1350	596	3818
1351	596	3817
1352	597	3816
1353	597	3816
1354	598	3816
1355	598	3815
1356	598	3814
1357	599	3813
1358	599	3812
1359	599	3811
1360	600	3810
1361	600	3810
1362	601	3809
1363	601	3808
1364	601	3807
1365	602	3806
1366	602	3805
1367	602	3804
1368	603	3803
1369	603	3803
1370	604	3802
1371	604	3801
1372	604	3800
1373	605	3800
1374	605	3799
1375	606	3799
1376	606	3798
1377	606	3797
1378	607	3796
1379	607	3795
1380	607	3794
1381	608	3793
1382	608	3792
1383	609	3792
1384	609	3791
1385	609	3790
1386	610	3790
1387	610	3789
1388	611	3788
1389	611	3787
1390	611	3786
1391	612	3785
1392	612	3784
1393	612	3784
1394	613	3783
1395	613	3782
1396	614	3781
1397	614	3780
1398	614	3780
1399	615	3779
1400	615	3778
1401	616	3777
1402	616	3777
1403	616	3776
1404	617	3776
1405	617	3776
1406	618	3775
1407	618	3774
1408	618	3773
1409	619	3772
1410	619	3771
1411	619	3770
1412	620	3769
1413	620	3768
1414	621	3768
1415	621	3767
1416	621	3766
1417	622	3765
1418	622	3764
1419	622	3763
1420	623	3763
1421	623	3762
1422	624	3761
1423	624	3760
1424	624	3759
1425	625	3759
1426	625	3758
1427	625	3757
1428	626	3756
1429	626	3755
1430	627	3755
1431	627	3754
1432	627	3753
1433	628	3752
1434	628	3752
1435	629	3751
1436	629	3750
1437	629	3749
1438	630	3748
1439	630	3747
1440	630	3746
1441	631	3745
1442	631	3744
1443	631	3743
1444	632	3742
1445	632	3741
1446	632	3741
1447	633	3740
1448	633	3739
1449	634	3738
1450	634	3737
1451	634	3736
1452	635	3735
1453	635	3734
1454	635	3733
1455	636	3732
1456	636	3731
1457	636	3730
1458	637	3730
1459	637	3729
1460	637	3728
1461	638	3727
1462	638	3727
1463	639	3726
1464	639	3725
1465	639	3724
1466	640	3723
1467	640	3722
1468	640	3721
1469	641	3721
1470	641	3720
1471	642	3719
1472	642	3718
1473	642	3717
1474	643	3716
1475	643	3715
1476	643	3714
1477	644	3713
1478	644	3712
1479	644	3711
1480	645	3710
1481	645	3709
1482	645	3708
1483	646	3707
1484	646	3706
1485	646	3705
1486	647	3704
1487	647	3703
1488	647	3702
1489	648	3701
1490	648	3700
1491	648	3699
1492	649	3698
1493	649	3697
1494	650	3698
1495	650	3698
1496	650	3697
1497	651	3697
1498	651	3696
1499	652	3696
1500	652	3695
1501	653	3694
1502	653	3694
1503	653	3692
1504	654	3691
1505	654	3690
1506	654	3689
1507	654	3688
1508	655	3687
1509	655	3686
1510	656	3685
1511	656	3684
1512	656	3683
1513	657	3682
1514	657	3681
1515	657	3680
1516	657	3679
1517	658	3678
1518	658	3677
1519	659	3677
1520	659	3676
1521	659	3676
1522	660	3675
1523	660	3675
1524	661	3674
1525	661	3674
1526	662	3673
1527	662	3673
1528	662	3672
1529	663	3671
1530	663	3671
1531	664	3670
1532	664	3669
1533	664	3668
1534	665	3668
1535	665	3667
1536	665	3666
1537	666	3665
1538	666	3665
1539	667	3664
1540	667	3663
1541	667	3662
1542	668	3662
1543	668	3661
1544	668	3660
1545	669	3659
1546	669	3658
1547	670	3662
1548	671	3662
1549	671	3661
1550	671	3660
1551	672	3659
1552	672	3658
1553	673	3658
1554	673	3657
1555	673	3656
1556	674	3655
1557	674	3654
1558	674	3653
1559	675	3652
1560	675	3651
1561	675	3650
1562	676	3650
1563	676	3650
1564	677	3649
1565	677	3648
1566	677	3647
1567	678	3646
1568	678	3645
1569	678	3645
1570	679	3644
1571	679	3643
1572	679	3642
1573	680	3642
1574	681	3643
1575	681	3642
1576	682	3642
1577	682	3642
1578	682	3641
1579	683	3641
1580	683	3640
1581	684	3640
1582	684	3640
1583	685	3639
1584	685	3639
1585	685	3639
1586	686	3639
1587	686	3638
1588	687	3637
1589	687	3637
1590	688	3637
1591	688	3637
1592	689	3636
1593	689	3636
1594	690	3636
1595	690	3635
1596	690	3635
1597	691	3634
1598	691	3634
1599	692	3633
1600	692	3633
1601	693	3632
1602	693	3632
1603	693	3631
1604	694	3631
1605	694	3630
1606	694	3629
1607	695	3628
1608	695	3628
1609	696	3628
1610	696	3627
1611	697	3627
1612	697	3626
1613	697	3625
1614	698	3624
1615	698	3625
1616	699	3625
1617	699	3625
1618	700	3624
1619	700	3625
1620	701	3626
1621	701	3625
1622	702	3624
1623	702	3623
1624	702	3623
1625	703	3622
1626	703	3622
1627	704	3622
1628	704	3621
1629	705	3621
1630	705	3620
1631	705	3619
1632	706	3618
1633	706	3617
1634	706	3616
1635	707	3615
1636	707	3614
1637	707	3613
1638	708	3612
1639	708	3611
1640	708	3610
1641	709	3610
1642	709	3609
1643	709	3608
1644	710	3607
1645	710	3606
1646	711	3606
1647	711	3605
1648	711	3604
1649	711	3603
1650	712	3602
1651	712	3601
1652	713	3600
1653	713	3599
1654	713	3598
1655	714	3598
1656	714	3597
1657	714	3596
1658	715	3595
1659	715	3594
1660	715	3593
1661	716	3592
1662	716	3591
1663	716	3590
1664	717	3589
1665	717	3588
1666	717	3587
1667	717	3586
1668	718	3585
1669	718	3584
1670	719	3583
1671	719	3583
1672	719	3582
1673	720	3581
1674	720	3580
1675	720	3580
1676	721	3579
1677	722	3581
1678	722	3580
1679	722	3579
1680	723	3578
1681	723	3578
1682	724	3577
1683	724	3577
1684	724	3576
1685	725	3575
1686	725	3574
1687	725	3574
1688	726	3572
1689	726	3571
1690	726	3570
1691	727	3569
1692	727	3569
1693	727	3567
1694	727	3566
1695	728	3566
1696	728	3565
1697	729	3564
1698	729	3563
1699	729	3562
1700	729	3561
1701	730	3560
1702	730	3559
1703	731	3559
1704	731	3558
1705	731	3557
1706	732	3556
1707	732	3555
1708	732	3554
1709	733	3554
1710	733	3553
1711	733	3552
1712	734	3551
1713	734	3550
1714	734	3549
1715	735	3548
1716	735	3547
1717	735	3546
1718	735	3545
1719	736	3544
1720	736	3543
1721	736	3542
1722	737	3541
1723	737	3542
1724	738	3544
1725	739	3543
1726	739	3543
1727	740	3542
1728	740	3542
1729	740	3541
1730	741	3540
1731	741	3539
1732	741	3539
1733	742	3538
1734	742	3537
1735	742	3536
1736	743	3536
1737	743	3535
1738	744	3534
1739	744	3533
1740	744	3533
1741	745	3532
1742	745	3531
1743	745	3530
1744	746	3529
1745	746	3529
1746	746	3528
1747	747	3527
1748	747	3527
1749	748	3526
1750	748	3525
1751	748	3524
1752	749	3525
1753	749	3524
1754	750	3527
1755	751	3526
1756	751	3525
1757	751	3524
1758	752	3524
1759	752	3523
1760	753	3522
1761	753	3522
1762	753	3521
1763	754	3521
1764	754	3521
1765	755	3520
1766	755	3520
1767	755	3519
1768	756	3519
1769	756	3518
1770	757	3517
1771	757	3516
1772	757	3516
1773	758	3515
1774	758	3514
1775	759	3515
1776	759	3515
1777	759	3514
1778	760	3513
1779	760	3512
1780	761	3512
1781	761	3511
1782	761	3510
1783	762	3510
1784	762	3510
1785	763	3509
1786	763	3508
1787	763	3507
1788	764	3507
1789	764	3506
1790	764	3505
1791	765	3505
1792	765	3504
1793	766	3504
1794	766	3503
1795	766	3502
1796	767	3502
1797	767	3501
1798	768	3501
1799	768	3500
1800	768	3500
1801	769	3499
1802	769	3499
1803	770	3498
1804	770	3497
1805	770	3497
1806	771	3496
1807	771	3495
1808	771	3495
1809	773	3497
1810	773	3498
1811	774	3498
1812	774	3497
1813	774	3496
1814	775	3495
1815	775	3495
1816	775	3494
1817	776	3494
1818	776	3493
1819	777	3492
1820	777	3491
1821	778	3492
1822	778	3492
1823	779	3492
1824	779	3493
1825	780	3493
1826	780	3493
1827	781	3493
1828	782	3494
1829	782	3494
1830	783	3495
1831	784	3495
1832	784	3495
1833	784	3494
1834	785	3493
1835	785	3493
1836	785	3492
1837	786	3491
1838	786	3491
1839	787	3490
1840	787	3489
1841	787	3488
1842	788	3488
1843	788	3487
1844	788	3486
1845	789	3486
1846	790	3487
1847	790	3488
1848	791	3488
1849	791	3487
1850	792	3486
1851	792	3486
1852	792	3485
1853	793	3484
1854	793	3483
1855	793	3483
1856	794	3482
1857	794	3481
1858	794	3480
1859	795	3480
1860	795	3479
1861	795	3478
1862	796	3478
1863	796	3477
1864	797	3476
1865	797	3475
1866	797	3475
1867	798	3475
1868	798	3474
1869	799	3473
1870	799	3473
