iter	RMSE
1664	36603.93639
1665	36580.88261
1666	36577.57202
1667	36527.96211
1668	36508.08388
1669	36476.87932
1670	36448.17681
1671	36433.04378
1672	36405.0156
1673	36382.59791
1674	36381.04517
1675	36349.99322
1676	36320.4017
1677	36294.48571
1678	36265.36563
1679	36235.02058
1680	36233.28476
1681	36211.21672
1682	36174.58804
1683	36148.62634
1684	36117.9029
1685	36076.13441
1686	36055.31724
1687	36051.09809
1688	36019.83837
1689	35984.11799
1690	35939.9909
1691	35909.35622
1692	35879.91395
1693	35878.02252
1694	35875.47717
1695	35852.98401
1696	35828.86877
1697	35808.26052
1698	35759.13653
1699	35753.54113
1700	35712.11485
1701	35696.65672
1702	35652.6544
1703	35635.49721
1704	35610.66188
1705	35591.67503
1706	35578.1521
1707	35546.50502
1708	35543.69582
1709	35526.73886
1710	35502.02199
1711	35479.68845
1712	35478.04921
1713	35476.16885
1714	35458.03453
1715	35456.58491
1716	35431.82304
1717	35409.07884
1718	35378.41467
1719	35360.11718
1720	35346.48998
1721	35331.03172
1722	35302.49508
1723	35299.84352
1724	35273.79404
1725	35272.55021
1726	35225.07572
1727	35196.194
1728	35179.81481
1729	35171.20531
1730	35142.61213
1731	35141.38143
1732	35127.92113
1733	35115.06276
1734	35112.72568
1735	35078.24552
1736	35069.01333
1737	35057.88034
1738	35035.97445
1739	34993.71892
1740	34962.89749
1741	34961.05628
1742	34943.70902
1743	34924.45831
1744	34875.32939
1745	34850.73501
1746	34835.3794
1747	34808.46919
1748	34785.74902
1749	34783.96102
1750	34747.25612
1751	34727.69436
1752	34713.94765
1753	34712.50733
1754	34675.75161
1755	34649.04564
1756	34641.03169
1757	34614.96128
1758	34599.71329
1759	34583.08379
1760	34552.51149
1761	34551.17979
1762	34532.16183
1763	34525.23613
1764	34517.06863
1765	34510.12479
1766	34479.42818
1767	34477.62726
1768	34463.3394
1769	34421.84712
1770	34413.68505
1771	34412.37709
1772	34402.2357
1773	34385.36318
1774	34370.44551
1775	34359.73304
1776	34324.08108
1777	34295.05035
1778	34275.17697
1779	34249.19412
1780	34232.21827
1781	34229.68683
1782	34217.94933
1783	34180.4509
1784	34160.62011
1785	34155.30792
1786	34117.10599
1787	34082.33537
1788	34040.44991
1789	34038.87454
1790	34028.433
1791	34007.17739
1792	33981.46452
1793	33979.54113
1794	33956.55781
1795	33954.97935
1796	33946.35851
1797	33929.1018
1798	33911.77454
1799	33890.60294
1800	33848.28007
1801	33820.44394
1802	33819.31869
1803	33802.5762
1804	33783.86073
1805	33745.98877
1806	33734.9963
1807	33727.33228
1808	33685.70987
1809	33651.45422
1810	33633.38663
1811	33630.8924
1812	33613.5218
1813	33595.26239
1814	33580.37553
1815	33562.23989
1816	33534.81127
1817	33504.32106
1818	33469.13281
1819	33448.65743
1820	33430.72
1821	33402.67594
1822	33397.45359
1823	33373.48759
1824	33340.93218
1825	33326.75222
1826	33300.36414
1827	33265.23292
1828	33247.2518
1829	33212.62031
1830	33176.18981
1831	33138.36652
1832	33107.32406
1833	33105.73948
1834	33072.59942
1835	33041.46309
1836	33018.17796
1837	32998.31742
1838	32996.07231
1839	32978.71619
1840	32977.417
1841	32952.76931
1842	32932.01974
1843	32930.90114
1844	32928.38844
1845	32927.14038
1846	32925.4983
1847	32889.81084
1848	32878.97394
1849	32863.94591
1850	32844.60226
1851	32843.22828
1852	32841.89514
1853	32809.06977
1854	32807.70454
1855	32795.10857
1856	32792.6591
1857	32791.28587
1858	32789.29461
1859	32787.23503
1860	32770.09834
1861	32754.85628
1862	32742.57059
1863	32724.17027
1864	32699.19302
1865	32697.47981
1866	32688.82745
1867	32669.83568
1868	32643.19115
1869	32618.21683
1870	32612.87864
1871	32597.68373
1872	32582.17453
1873	32554.81435
1874	32532.75766
1875	32516.48594
1876	32490.79714
1877	32487.95081
1878	32474.85742
1879	32437.9492
1880	32402.15966
1881	32400.74385
1882	32396.8993
1883	32384.16888
1884	32349.46204
1885	32329.94365
1886	32304.60616
1887	32282.21996
1888	32273.54965
1889	32260.87405
1890	32254.34346
1891	32230.42565
1892	32228.87943
1893	32210.77334
1894	32185.34951
1895	32156.57875
1896	32149.01614
1897	32145.89488
1898	32144.82502
1899	32136.36281
1900	32135.40265
1901	32114.93441
1902	32112.8718
1903	32101.07394
1904	32100.14403
1905	32089.39598
1906	32078.86159
1907	32070.19712
1908	32054.23972
1909	32039.7699
1910	32038.72511
1911	32033.02631
1912	32019.38229
1913	32002.41249
1914	31991.52537
1915	31955.51256
1916	31952.82172
1917	31934.68403
1918	31913.34781
1919	31895.07749
1920	31865.70598
1921	31836.05119
1922	31834.79596
1923	31821.89918
1924	31820.16993
1925	31785.69617
1926	31783.92084
1927	31770.82966
1928	31753.0506
1929	31750.6574
1930	31726.54365
1931	31714.25076
1932	31700.58
1933	31678.63122
1934	31653.83642
1935	31622.29225
1936	31602.71724
1937	31571.76509
1938	31565.77362
1939	31541.20297
1940	31526.99801
1941	31498.30987
1942	31475.27775
1943	31458.21099
1944	31434.33083
1945	31417.43276
1946	31416.69285
1947	31398.13287
1948	31377.55092
1949	31361.68245
1950	31342.90634
1951	31318.40386
1952	31304.24315
1953	31286.61393
1954	31260.93812
1955	31258.96131
1956	31238.01624
1957	31222.99797
1958	31215.25933
1959	31193.05743
1960	31179.6921
1961	31178.90953
1962	31165.86656
1963	31164.46149
1964	31151.30528
1965	31137.21462
1966	31127.40795
1967	31103.81165
1968	31071.34961
1969	31063.95102
1970	31062.56048
1971	31031.72088
1972	31029.48996
1973	30999.52204
1974	30976.21207
1975	30957.04396
1976	30940.74857
1977	30925.12581
1978	30917.81619
1979	30895.99648
1980	30895.28554
1981	30861.71081
1982	30853.00378
1983	30843.93353
1984	30841.25288
1985	30833.05917
1986	30808.80018
1987	30795.33057
1988	30784.04671
1989	30774.84592
1990	30773.75582
1991	30769.28101
1992	30767.3388
1993	30766.47979
1994	30754.98165
1995	30745.11417
1996	30732.80273
1997	30725.84888
1998	30698.59035
1999	30682.66787
2000	30672.50443
2001	30648.08239
2002	30632.63292
2003	30598.13721
2004	30579.26586
2005	30576.55972
2006	30575.88551
2007	30551.6626
2008	30532.42304
2009	30523.33735
2010	30503.0289
2011	30477.50864
2012	30454.25644
2013	30443.8093
2014	30423.9343
2015	30399.34739
2016	30380.00204
2017	30360.60515
2018	30331.51467
2019	30330.87749
2020	30329.26948
2021	30313.45609
2022	30303.19705
2023	30288.94748
2024	30273.94965
2025	30261.69748
2026	30231.47956
2027	30192.21195
2028	30190.27258
2029	30183.77445
2030	30175.21513
2031	30168.71673
2032	30158.74914
2033	30147.36013
2034	30112.34871
2035	30111.60029
2036	30110.62946
2037	30092.52908
2038	30085.41867
2039	30076.45843
2040	30051.94697
2041	30025.70494
2042	30010.309
2043	29996.43197
2044	29982.48933
2045	29978.79903
2046	29965.11236
2047	29964.28472
2048	29958.69896
2049	29935.41825
2050	29918.64056
2051	29904.17726
2052	29883.08445
2053	29881.83529
2054	29860.91218
2055	29839.33636
2056	29829.37124
2057	29810.40196
2058	29801.31665
2059	29799.74227
2060	29778.51352
2061	29776.65537
2062	29759.22628
2063	29748.74091
2064	29728.22379
2065	29717.8546
2066	29702.97135
2067	29700.43537
2068	29696.87336
2069	29695.83887
2070	29681.90071
2071	29651.25288
2072	29636.6472
2073	29622.06392
2074	29603.60393
2075	29602.40712
2076	29591.47378
2077	29564.44311
2078	29553.9723
2079	29544.35114
2080	29532.90136
2081	29524.34882
2082	29523.40254
2083	29494.09283
2084	29471.37061
2085	29455.33141
2086	29446.5225
2087	29429.38939
2088	29417.73702
2089	29408.19542
2090	29399.75444
2091	29380.75945
2092	29368.08598
2093	29344.03294
2094	29328.96179
2095	29320.89809
2096	29303.73363
2097	29283.33175
2098	29268.52737
2099	29261.76885
2100	29256.09027
2101	29254.64529
2102	29241.88216
2103	29209.091
2104	29205.8805
2105	29193.73002
2106	29184.61644
2107	29175.70384
2108	29148.73284
2109	29129.79649
2110	29126.96766
2111	29108.90315
2112	29107.95734
2113	29105.4383
2114	29096.73059
2115	29078.7459
2116	29071.285
2117	29068.93169
2118	29065.1643
2119	29049.39733
2120	29012.48573
2121	29003.62541
2122	28993.48376
2123	28977.2868
2124	28952.85141
2125	28942.01596
2126	28934.89942
2127	28919.83258
2128	28914.82447
2129	28904.13048
2130	28902.10422
2131	28881.74777
2132	28867.73401
2133	28840.24471
2134	28839.34858
2135	28814.47865
2136	28792.42816
2137	28782.99798
2138	28768.6172
2139	28750.74312
2140	28736.92596
2141	28722.78855
2142	28708.39967
2143	28689.74926
2144	28674.17663
2145	28660.22435
2146	28653.35873
2147	28649.11912
2148	28644.9025
2149	28614.59642
2150	28613.70028
2151	28602.52685
2152	28601.34895
2153	28581.57624
2154	28564.55539
2155	28563.78961
2156	28562.05075
2157	28545.50996
2158	28543.86222
2159	28536.70472
2160	28535.82759
2161	28527.28518
2162	28500.73342
2163	28485.63334
2164	28479.27252
2165	28462.92793
2166	28462.31472
2167	28443.35812
2168	28435.78218
2169	28428.88647
2170	28415.79059
2171	28406.59078
2172	28399.348
2173	28395.94505
2174	28383.75625
2175	28377.36744
2176	28364.33824
2177	28354.35052
2178	28353.87441
2179	28350.50861
2180	28330.01746
2181	28323.03172
2182	28299.38379
2183	28269.89973
2184	28245.72615
2185	28236.50411
2186	28234.16576
2187	28208.43218
2188	28207.99938
2189	28195.32531
2190	28186.49857
2191	28175.7741
2192	28153.7883
2193	28142.39049
2194	28123.88309
2195	28116.96775
2196	28104.06241
2197	28095.39762
2198	28089.36502
2199	28080.73502
2200	28067.16045
2201	28057.57118
2202	28029.39606
2203	28028.57309
2204	28014.86553
2205	28014.39471
2206	28002.45107
2207	27991.4703
2208	27984.71024
2209	27968.49697
2210	27960.23186
2211	27952.15171
2212	27943.068
2213	27930.91872
2214	27923.85739
2215	27910.50058
2216	27899.35743
2217	27892.89799
2218	27882.91039
2219	27876.87001
2220	27858.0668
2221	27853.8351
2222	27853.02228
2223	27832.08561
2224	27831.30749
2225	27815.38073
2226	27804.09493
2227	27797.53058
2228	27795.63852
2229	27793.49539
2230	27789.30881
2231	27772.7415
2232	27765.56306
2233	27759.10674
2234	27744.88775
2235	27731.70594
2236	27725.02997
2237	27722.41746
2238	27716.37364
2239	27715.11857
2240	27693.8688
2241	27685.15906
2242	27674.32791
2243	27667.63549
2244	27664.01148
2245	27661.63031
2246	27639.8133
2247	27635.92644
2248	27616.58314
2249	27598.51989
2250	27581.15022
2251	27559.54575
2252	27551.63237
2253	27548.97251
2254	27541.54598
2255	27540.2716
2256	27533.88307
2257	27528.81586
2258	27523.06929
2259	27521.28206
2260	27513.96245
2261	27494.87064
2262	27483.43742
2263	27473.64198
2264	27466.82016
2265	27451.57464
2266	27450.42645
2267	27449.00071
2268	27447.25947
2269	27440.99716
2270	27433.20293
2271	27427.36109
2272	27414.61664
2273	27397.61196
2274	27395.28549
2275	27386.32279
2276	27378.03742
2277	27377.54881
2278	27371.66396
2279	27363.46592
2280	27350.45424
2281	27348.82263
2282	27344.7426
2283	27334.37394
2284	27333.53638
2285	27314.50805
2286	27307.40015
2287	27291.68636
2288	27274.35089
2289	27259.97978
2290	27251.84853
2291	27243.39314
2292	27242.60737
2293	27241.0173
2294	27228.4724
2295	27218.78323
2296	27211.38619
2297	27191.77634
2298	27182.74921
2299	27162.45733
2300	27154.96866
2301	27147.027
2302	27130.28857
2303	27097.87276
2304	27097.30542
2305	27089.99864
2306	27077.65895
2307	27065.34403
2308	27045.67519
2309	27027.30608
2310	27007.56637
2311	26988.32874
2312	26987.90524
2313	26981.96613
2314	26972.48866
2315	26950.5252
2316	26944.28129
2317	26938.98317
2318	26924.13481
2319	26896.40961
2320	26887.79372
2321	26875.39392
2322	26869.26757
2323	26851.12637
2324	26830.25529
2325	26823.0115
2326	26803.33344
2327	26798.0031
2328	26788.14884
2329	26770.2606
2330	26766.23287
2331	26750.48605
2332	26735.46656
2333	26726.61619
2334	26717.89
2335	26706.53242
2336	26690.80297
2337	26685.6945
2338	26685.03698
2339	26678.47401
2340	26670.97448
2341	26665.25649
2342	26659.71992
2343	26652.69934
2344	26652.04857
2345	26638.79352
2346	26610.86865
2347	26596.43104
2348	26579.08465
2349	26564.18132
2350	26551.01096
2351	26535.83326
2352	26522.5835
2353	26510.03701
2354	26493.1353
2355	26484.21732
2356	26465.66372
2357	26459.74793
2358	26444.31879
2359	26426.92746
2360	26417.06213
2361	26409.58961
2362	26400.77965
2363	26381.07967
2364	26374.61784
2365	26357.04686
2366	26336.93679
2367	26333.4833
2368	26316.65961
2369	26309.72442
2370	26308.83624
2371	26301.38097
2372	26281.24234
2373	26242.93098
2374	26230.80885
2375	26221.99843
2376	26211.22207
2377	26194.79915
2378	26193.1277
2379	26182.67538
2380	26161.77111
2381	26140.4643
2382	26139.84476
2383	26128.02387
2384	26117.88416
2385	26103.39904
2386	26093.95358
2387	26083.63626
2388	26074.68661
2389	26067.01236
2390	26055.2133
2391	26054.62872
2392	26045.74353
2393	26034.8623
2394	26031.13139
2395	26020.04573
2396	26017.32637
2397	26016.82678
2398	26015.75392
2399	26008.22334
2400	25999.18737
2401	25998.47408
2402	25985.11517
2403	25969.95294
2404	25959.78872
2405	25933.92634
2406	25921.76947
2407	25910.38908
2408	25902.78194
2409	25897.71377
2410	25892.3027
2411	25875.41094
2412	25874.34912
2413	25870.99701
2414	25858.78996
2415	25858.47898
2416	25848.92622
2417	25835.47876
2418	25823.22279
2419	25797.63664
2420	25778.43348
2421	25777.76835
2422	25769.23769
2423	25751.12302
2424	25741.25631
2425	25738.17227
2426	25731.82908
2427	25714.64033
2428	25691.44488
2429	25687.0569
2430	25664.0425
2431	25662.78631
2432	25657.96918
2433	25645.81266
2434	25636.74645
2435	25625.74756
2436	25617.99243
2437	25590.85833
2438	25589.82541
2439	25579.82937
2440	25579.17381
2441	25566.48884
2442	25548.53598
2443	25533.91517
2444	25531.7141
2445	25525.14261
2446	25497.94635
2447	25495.04647
2448	25478.17525
2449	25462.91753
2450	25462.09166
2451	25454.85246
2452	25450.52654
2453	25443.55373
2454	25437.98096
2455	25431.37821
2456	25414.88164
2457	25411.03982
2458	25410.6387
2459	25399.61542
2460	25369.58166
2461	25367.7126
2462	25355.32182
2463	25349.3248
2464	25339.37526
2465	25327.07576
2466	25313.56855
2467	25303.45
2468	25288.44665
2469	25276.62239
2470	25255.0439
2471	25249.54261
2472	25242.10945
2473	25237.11266
2474	25229.64979
2475	25225.47226
2476	25208.20318
2477	25202.78626
2478	25194.84122
2479	25183.93088
2480	25165.30932
2481	25162.52354
2482	25150.42209
2483	25145.51137
2484	25140.02059
2485	25126.73458
2486	25121.06635
2487	25106.76899
2488	25106.32725
2489	25095.17794
2490	25086.5436
2491	25067.92104
2492	25064.44065
2493	25054.82283
2494	25050.1904
2495	25040.42835
2496	25028.70066
2497	25013.4106
2498	24999.63897
2499	24999.06832
2500	24989.47637
2501	24978.51274
2502	24975.38772
2503	24966.51629
2504	24950.42492
2505	24941.51826
2506	24935.13492
2507	24934.82707
2508	24922.54419
2509	24901.10987
2510	24887.45904
2511	24881.72506
2512	24862.14202
2513	24857.03263
2514	24843.6432
2515	24835.28499
2516	24821.02123
2517	24819.23068
2518	24818.81803
2519	24813.409
2520	24806.35145
2521	24782.84572
2522	24782.23181
2523	24770.02409
2524	24769.41732
2525	24761.68279
2526	24741.97828
2527	24737.80849
2528	24732.48163
2529	24727.20834
2530	24711.81278
2531	24706.84219
2532	24688.7829
2533	24688.46034
2534	24683.60124
2535	24677.88616
2536	24665.98629
2537	24660.96969
2538	24654.70215
2539	24644.65404
2540	24633.70266
2541	24631.25554
2542	24620.89869
2543	24597.00991
2544	24571.61692
2545	24559.63503
2546	24552.43833
2547	24547.71711
2548	24539.25496
2549	24533.3359
2550	24525.75588
2551	24501.86177
2552	24501.27667
2553	24496.41134
2554	24490.79182
2555	24473.63615
2556	24455.28764
2557	24435.51296
2558	24435.12164
2559	24416.70754
2560	24407.49611
2561	24407.14645
2562	24406.79938
2563	24401.80042
2564	24397.14732
2565	24384.48415
2566	24384.18103
2567	24376.43563
2568	24365.60426
2569	24354.09593
2570	24346.69064
2571	24330.69049
2572	24322.93425
2573	24317.48353
2574	24302.27331
2575	24289.93374
2576	24282.85897
2577	24271.14127
2578	24270.75781
2579	24264.45802
2580	24244.79426
2581	24241.28374
2582	24234.17112
2583	24220.90458
2584	24207.09015
2585	24205.83813
2586	24205.54005
2587	24195.74682
2588	24188.12739
2589	24182.80455
2590	24164.06223
2591	24143.25051
2592	24136.92816
2593	24116.26074
2594	24103.82596
2595	24098.36668
2596	24076.32013
2597	24061.93221
2598	24057.57368
2599	24038.18021
2600	24027.38887
2601	24019.56789
2602	24017.20837
2603	24015.40066
2604	24005.6031
2605	23999.67119
2606	23994.11623
2607	23985.39319
2608	23968.01563
2609	23944.58905
2610	23940.02366
2611	23926.79834
2612	23913.94824
2613	23901.71846
2614	23893.56362
2615	23893.15834
2616	23879.39604
2617	23869.18849
2618	23866.59705
2619	23857.11799
2620	23836.22271
2621	23835.74712
2622	23827.04287
2623	23823.41387
2624	23823.04454
2625	23822.79986
2626	23817.27248
2627	23808.20797
2628	23807.64885
2629	23790.84499
2630	23783.14733
2631	23764.54165
2632	23750.3437
2633	23749.47117
2634	23748.99614
2635	23744.1761
2636	23743.28472
2637	23730.05625
2638	23729.72802
2639	23726.71378
2640	23715.96444
2641	23706.70329
2642	23689.7035
2643	23688.14147
2644	23676.74261
2645	23670.95659
2646	23654.74471
2647	23640.85518
2648	23640.5729
2649	23640.03625
2650	23624.80976
2651	23612.9566
2652	23597.76741
2653	23584.96727
2654	23566.78327
2655	23558.48952
2656	23550.86309
2657	23543.6505
2658	23543.07599
2659	23539.67941
2660	23527.1691
2661	23523.24666
2662	23515.78
2663	23508.82181
2664	23487.57117
2665	23469.183
2666	23464.88786
2667	23458.53912
2668	23456.6264
2669	23452.40865
2670	23435.74275
2671	23435.14668
2672	23429.11142
2673	23428.80375
2674	23428.49837
2675	23424.16938
2676	23407.74395
2677	23398.11197
2678	23386.75637
2679	23382.5419
2680	23375.01558
2681	23362.16865
2682	23355.15499
2683	23350.51574
2684	23321.31742
2685	23299.31234
2686	23294.2177
2687	23278.57525
2688	23277.83192
2689	23261.25234
2690	23252.22836
2691	23246.95669
2692	23243.51777
2693	23235.96364
2694	23232.55854
2695	23217.67212
2696	23204.30034
2697	23187.45573
2698	23187.04217
2699	23180.16107
2700	23177.86383
2701	23177.35487
2702	23160.13109
2703	23148.32525
2704	23147.99527
2705	23133.54771
2706	23132.41699
2707	23132.11703
2708	23129.33066
2709	23121.60913
2710	23110.98243
2711	23096.0757
2712	23089.91201
2713	23086.44484
2714	23084.16642
2715	23083.87034
2716	23074.28998
2717	23064.1853
2718	23057.2288
2719	23055.4424
2720	23045.55227
2721	23039.47088
2722	23035.05309
2723	23016.18395
2724	23002.93927
2725	22991.93371
2726	22983.14306
2727	22980.16732
2728	22975.07279
2729	22960.64522
2730	22954.59427
2731	22944.96159
2732	22934.55782
2733	22920.58613
2734	22912.00963
2735	22906.39494
2736	22897.44658
2737	22894.47828
2738	22873.95129
2739	22855.74422
2740	22853.98661
2741	22840.59337
2742	22827.09684
2743	22814.02704
2744	22807.49937
2745	22802.7352
2746	22802.25611
2747	22794.23985
2748	22787.601
2749	22778.09667
2750	22777.64602
2751	22770.50165
2752	22766.88413
2753	22760.27086
2754	22743.35327
2755	22739.17645
2756	22738.77617
2757	22729.84295
2758	22729.37252
2759	22725.96713
2760	22721.69374
2761	22720.57833
2762	22720.0098
2763	22716.24213
2764	22709.73694
2765	22704.36149
2766	22694.77254
2767	22692.59354
2768	22692.13291
2769	22690.72857
2770	22690.27465
2771	22689.78938
2772	22667.37171
2773	22660.60966
2774	22658.50951
2775	22658.05782
2776	22656.60059
2777	22655.2368
2778	22642.09001
2779	22631.81615
2780	22619.62348
2781	22611.61061
2782	22611.16955
2783	22594.76377
2784	22589.56825
2785	22575.66198
2786	22570.14563
2787	22567.76852
2788	22554.114
2789	22550.68376
2790	22537.62078
2791	22531.77938
2792	22524.63814
2793	22522.85555
2794	22519.35665
2795	22506.25986
2796	22494.9517
2797	22487.30721
2798	22475.37571
2799	22460.91442
2800	22457.32051
2801	22439.6947
2802	22429.36587
2803	22422.98962
2804	22408.88961
2805	22407.03163
2806	22398.83873
2807	22390.66221
2808	22372.37261
2809	22367.61536
2810	22354.61865
2811	22351.44112
2812	22341.48056
2813	22341.04187
2814	22326.36032
2815	22322.93389
2816	22303.9295
2817	22303.4887
2818	22284.46374
2819	22280.77331
2820	22277.71332
2821	22272.7834
2822	22271.76945
2823	22271.19757
2824	22266.57085
2825	22257.25957
2826	22248.56754
2827	22247.47809
2828	22230.25315
2829	22229.476
2830	22220.48515
2831	22217.17409
2832	22216.60358
2833	22206.29301
2834	22201.8835
2835	22198.44985
2836	22184.05089
2837	22173.3207
2838	22155.73549
2839	22142.20845
2840	22138.53085
2841	22124.41248
2842	22121.06023
2843	22094.13442
2844	22089.96949
2845	22086.62007
2846	22086.41418
2847	22076.50204
2848	22069.50802
2849	22059.45797
2850	22058.93433
2851	22058.7342
2852	22044.85611
2853	22041.32765
2854	22040.93241
2855	22039.60506
2856	22032.69023
2857	22024.91188
2858	22006.76219
2859	22000.88836
2860	21992.25283
2861	21984.25558
2862	21975.48513
2863	21974.76845
2864	21973.35655
2865	21956.12308
2866	21946.11222
2867	21933.49523
2868	21928.87851
2869	21925.10589
2870	21922.51659
2871	21917.14392
2872	21912.60102
2873	21905.45449
2874	21895.76183
2875	21890.7573
2876	21887.58556
2877	21882.60317
2878	21868.9245
2879	21867.25657
2880	21863.78144
2881	21860.04107
2882	21858.43367
2883	21853.7209
2884	21845.86724
2885	21838.60699
2886	21828.61872
2887	21814.03397
2888	21810.56969
2889	21807.02628
2890	21799.46071
2891	21793.35108
2892	21792.83092
2893	21789.43133
2894	21789.14752
2895	21783.42992
2896	21783.04901
2897	21779.23433
2898	21767.1601
2899	21766.72337
2900	21765.3811
2901	21762.12252
2902	21751.70618
2903	21744.9738
2904	21738.89963
2905	21736.93413
2906	21735.1326
2907	21731.37571
2908	21715.74626
2909	21708.75601
2910	21708.3295
2911	21705.11388
2912	21689.97796
2913	21684.49853
2914	21672.57414
2915	21663.45308
2916	21643.84775
2917	21642.47932
2918	21631.96227
2919	21617.4209
2920	21607.49915
2921	21603.77346
2922	21582.85808
2923	21578.65551
2924	21570.9828
2925	21556.38676
2926	21537.96618
2927	21536.06829
2928	21535.15165
2929	21534.76144
2930	21528.16077
2931	21520.74897
2932	21506.29348
2933	21486.04532
2934	21485.41085
2935	21472.85372
2936	21465.05058
2937	21450.22705
2938	21449.84444
2939	21444.91748
2940	21439.27268
2941	21436.46717
2942	21423.80689
2943	21414.86684
2944	21406.30676
2945	21398.15178
2946	21385.66343
2947	21383.27352
2948	21377.16323
2949	21370.83121
2950	21370.35027
2951	21362.50967
2952	21350.47723
2953	21339.67077
2954	21335.03403
2955	21331.48343
2956	21311.46041
2957	21303.35771
2958	21301.54602
2959	21291.24109
2960	21285.95828
2961	21277.58431
2962	21263.80077
2963	21239.00646
2964	21224.3716
2965	21220.10043
2966	21212.75674
2967	21205.86162
2968	21200.85912
2969	21188.21613
2970	21172.62817
2971	21153.77596
2972	21133.44116
2973	21122.32665
2974	21116.40409
2975	21114.07518
2976	21107.47267
2977	21103.9518
2978	21095.91337
2979	21090.67864
2980	21086.27663
2981	21074.88056
2982	21073.13852
2983	21057.53483
2984	21053.82669
2985	21049.07633
2986	21044.6105
2987	21033.67418
2988	21020.81261
2989	21012.95258
2990	21008.09457
2991	21001.42568
2992	20991.5492
2993	20989.19189
2994	20984.18319
2995	20981.49538
2996	20968.25713
2997	20965.99494
2998	20965.63017
2999	20958.73629
3000	20955.01629
3001	20949.32413
3002	20943.80768
3003	20933.36419
3004	20931.46359
3005	20920.96173
3006	20912.13753
3007	20911.47398
3008	20902.08104
3009	20901.42771
3010	20895.32274
3011	20883.32197
3012	20870.00669
3013	20865.49517
3014	20859.83507
3015	20847.43058
3016	20839.39669
3017	20831.97977
3018	20827.17884
3019	20819.91252
3020	20818.28938
3021	20810.42927
3022	20805.04974
3023	20793.5182
3024	20784.6235
3025	20779.72584
3026	20778.58678
3027	20769.50271
3028	20758.54526
3029	20748.11287
3030	20740.04973
3031	20736.16976
3032	20732.5976
3033	20727.71627
3034	20724.82139
3035	20717.19156
3036	20709.48102
3037	20700.80284
3038	20699.43299
3039	20689.64356
3040	20688.98051
3041	20675.85001
3042	20670.82425
3043	20668.59156
3044	20664.16503
3045	20662.79884
3046	20649.75122
3047	20642.66291
3048	20634.85824
3049	20631.65076
3050	20618.76353
3051	20608.51577
3052	20605.9409
3053	20604.93372
3054	20598.5768
3055	20575.72968
3056	20557.73178
3057	20536.63521
3058	20528.80174
3059	20525.30167
3060	20520.87361
3061	20513.71655
3062	20507.45014
3063	20502.77422
3064	20496.61555
3065	20490.63303
3066	20485.99697
3067	20472.23011
3068	20467.45113
3069	20456.40967
3070	20433.29741
3071	20430.4751
3072	20426.95099
3073	20426.0188
3074	20421.69881
3075	20421.41397
3076	20418.44189
3077	20414.43335
3078	20406.88372
3079	20398.69933
3080	20384.39078
3081	20373.07425
3082	20370.23294
3083	20359.7327
3084	20351.24499
3085	20348.62712
3086	20348.39306
3087	20346.15641
3088	20338.64115
3089	20338.30956
3090	20332.91705
3091	20325.95218
3092	20324.77287
3093	20315.07791
3094	20310.61589
3095	20309.47158
3096	20306.73518
3097	20304.45359
3098	20300.36449
3099	20291.25754
3100	20286.45973
3101	20274.03015
3102	20273.19818
3103	20259.31352
3104	20252.08147
3105	20241.44904
3106	20239.76077
3107	20236.95166
3108	20231.55182
3109	20221.62485
3110	20210.37001
3111	20208.36597
3112	20202.87562
3113	20191.62823
3114	20179.41723
3115	20176.93409
3116	20175.8742
3117	20168.94624
3118	20160.0895
3119	20158.0151
3120	20154.29136
3121	20150.98624
3122	20150.42886
3123	20146.19323
3124	20142.12922
3125	20132.50634
3126	20115.31247
3127	20099.63926
3128	20085.17632
3129	20068.23142
3130	20061.50548
3131	20057.81766
3132	20055.30057
3133	20048.69499
3134	20045.82251
3135	20038.63934
3136	20037.08697
3137	20016.05075
3138	20010.8429
3139	20007.32949
3140	19996.96846
3141	19991.11508
3142	19986.54694
3143	19976.27676
3144	19965.20582
3145	19956.22493
3146	19951.27958
3147	19946.31783
3148	19941.72941
3149	19927.77611
3150	19922.81378
3151	19921.49415
3152	19920.25591
3153	19919.06572
3154	19910.07854
3155	19908.56859
3156	19908.24257
3157	19901.76055
3158	19893.89692
3159	19888.18379
3160	19882.87706
3161	19874.06984
3162	19860.74562
3163	19859.03844
3164	19851.17899
3165	19848.4954
3166	19839.03938
3167	19837.84918
3168	19832.55085
3169	19825.35045
3170	19817.92559
3171	19812.68644
3172	19798.87343
3173	19793.56937
3174	19792.43463
3175	19788.24253
3176	19783.3799
3177	19779.94262
3178	19773.66383
3179	19769.60446
3180	19766.58518
3181	19756.38074
3182	19748.46682
3183	19735.59111
3184	19731.86683
3185	19726.00937
3186	19724.86784
3187	19709.84173
3188	19705.0427
3189	19703.67478
3190	19696.70287
3191	19680.76896
3192	19675.21172
3193	19664.07319
3194	19659.12548
3195	19651.30509
3196	19644.21366
3197	19639.87544
3198	19636.99207
3199	19632.6319
3200	19630.01886
3201	19626.35821
3202	19619.42999
3203	19618.35619
3204	19609.14711
3205	19596.27258
3206	19592.70126
3207	19586.66548
3208	19585.35174
3209	19577.24575
3210	19571.49614
3211	19567.50475
3212	19560.55081
3213	19552.60301
3214	19538.43741
3215	19522.86196
3216	19517.82151
3217	19516.40412
3218	19505.11754
3219	19498.78267
